,Player,Age,MP,Starts,Min,90s,Gls,Ast,Height,Market Value,Year,Foot_both,Foot_left,Foot_right,Pos_x_DF,Pos_x_FW,Pos_x_GK,Pos_x_MF,Squad_OTHER,Squad_TOP_6,Nation_BRTSH,Nation_EU,Nation_WORLD
607,Kieran Gibbs,30,10,9,809,9.0,0,0,181.0,2750000.0,2020.0,0,1,0,1,0,0,0,1,0,1,0,0
608,Morgan Gibbs-White,20,11,4,414,4.6,1,0,178.0,7700000.0,2020.0,0,0,1,0,1,0,0,1,0,1,0,0
609,Billy Gilmour,19,5,3,261,2.9,0,0,170.0,11000000.0,2020.0,0,0,1,0,0,0,1,0,1,1,0,0
610,Olivier Giroud,33,17,8,748,8.3,4,0,193.0,4400000.0,2020.0,0,1,0,0,1,0,0,0,1,0,1,0
611,Ben Godfrey,22,31,29,2685,29.8,0,2,186.0,27500000.0,2020.0,0,0,1,1,0,0,0,1,0,1,0,0
612,Ben Godfrey,22,31,29,2685,29.8,0,2,186.0,12650000.0,2020.0,0,0,1,1,0,0,0,1,0,1,0,0
613,André Gomes,27,28,17,1570,17.4,0,1,188.0,22000000.0,2020.0,0,0,1,0,0,0,1,1,0,0,1,0
614,Joe Gomez,23,7,6,590,6.6,0,0,188.0,33000000.0,2020.0,0,0,1,1,0,0,0,0,1,1,0,0
615,Anthony Gordon,19,3,1,88,1.0,0,0,182.0,5500000.0,2020.0,0,0,1,0,0,0,1,1,0,1,0,0
616,Karlan Grant,22,21,14,1127,12.5,1,0,183.0,8800000.0,2020.0,0,0,1,0,0,0,1,1,0,1,0,0
617,Demarai Gray,24,1,0,19,0.2,0,0,183.0,8800000.0,2020.0,0,0,1,0,1,0,0,1,0,1,0,0
618,Jack Grealish,24,26,24,2185,24.3,6,10,180.0,71500000.0,2020.0,0,0,1,0,0,0,1,1,0,1,0,0
619,Mason Greenwood,18,31,21,1822,20.2,7,2,181.0,55000000.0,2020.0,1,0,0,0,1,0,0,0,1,1,0,0
620,Pascal Groß,29,34,27,2484,27.6,3,8,181.0,7700000.0,2020.0,0,0,1,1,0,0,0,1,0,0,1,0
621,Kamil Grosicki,32,3,2,148,1.6,0,1,180.0,1100000.0,2020.0,0,0,1,0,0,0,1,1,0,0,1,0
622,Vicente Guaita,33,37,37,3330,37.0,0,0,190.0,2200000.0,2020.0,0,0,1,0,0,1,0,1,0,0,1,0
623,Antwoine Hackford,16,1,0,11,0.1,0,0,177.0,110000.0,2020.0,0,0,1,1,0,0,0,1,0,1,0,0
624,Sébastien Haller,26,16,10,937,10.4,3,0,190.0,29700000.0,2020.0,0,0,1,0,1,0,0,1,0,0,0,1
625,Rekeem Harper,20,2,0,32,0.4,0,0,183.0,2750000.0,2020.0,0,0,1,0,0,0,1,1,0,1,0,0
626,Jack Harrison,23,36,34,2847,31.6,8,8,175.0,16500000.0,2020.0,0,1,0,0,0,0,1,1,0,1,0,0
627,Jack Harrison,23,36,34,2847,31.6,8,8,175.0,16500000.0,2020.0,0,1,0,0,0,0,1,1,0,1,0,0
628,Kortney Hause,25,7,7,630,7.0,1,0,191.0,5500000.0,2020.0,0,1,0,1,0,0,0,1,0,1,0,0
629,Kai Havertz,21,27,18,1520,16.9,4,3,189.0,77000000.0,2020.0,0,1,0,0,1,0,0,0,1,0,1,0
630,Isaac Hayden,25,24,22,1942,21.6,0,0,186.0,11000000.0,2020.0,0,0,1,1,0,0,0,1,0,1,0,0
631,Michael Hector,28,4,3,263,2.9,0,0,193.0,3850000.0,2020.0,0,0,1,1,0,0,0,1,0,0,0,1
632,Dean Henderson,23,13,12,1125,12.5,0,0,188.0,24200000.0,2020.0,0,0,1,0,0,1,0,0,1,1,0,0
633,Jordan Henderson,30,21,20,1704,18.9,1,1,187.0,22000000.0,2020.0,0,0,1,1,0,0,0,0,1,1,0,0
634,Jeff Hendrick,28,22,17,1422,15.8,2,1,185.0,9900000.0,2020.0,0,0,1,0,0,0,1,1,0,1,0,0
635,Pablo Hernández,35,16,3,427,4.7,0,2,173.0,880000.0,2020.0,0,0,1,0,1,0,0,1,0,0,1,0
636,Ki-Jana Hoever,18,12,5,577,6.4,0,0,183.0,7700000.0,2020.0,0,0,1,1,0,0,0,1,0,0,1,0
637,Rob Holding,24,30,28,2558,28.4,0,1,189.0,19800000.0,2020.0,0,0,1,1,0,0,0,0,1,1,0,0
638,Mason Holgate,23,28,26,2287,25.4,1,0,187.0,22000000.0,2020.0,0,0,1,1,0,0,0,1,0,1,0,0
639,Conor Hourihane,29,4,3,225,2.5,1,1,181.0,3850000.0,2020.0,0,1,0,0,0,0,1,1,0,1,0,0
640,Callum Hudson-Odoi,19,23,10,1059,11.8,2,3,177.0,35200000.0,2020.0,0,0,1,1,0,0,0,0,1,1,0,0
641,Niall Huggins,19,1,0,38,0.4,0,0,173.0,220000.0,2020.0,0,0,1,1,0,0,0,1,0,1,0,0
642,Odion Ighalo,31,1,0,10,0.1,0,0,181.0,3850000.0,2020.0,0,0,1,0,1,0,0,0,1,0,0,1
643,Kelechi Iheanacho,23,25,16,1459,16.2,12,2,185.0,22000000.0,2020.0,0,1,0,0,1,0,0,1,0,0,0,1
644,Danny Ings,28,29,26,2173,24.1,12,4,178.0,24200000.0,2020.0,0,0,1,0,1,0,0,1,0,1,0,0
645,Alex Iwobi,24,30,17,1542,17.1,1,2,183.0,24200000.0,2020.0,0,0,1,1,0,0,0,1,0,0,0,1
646,José Izquierdo,28,1,0,9,0.1,0,0,171.0,4400000.0,2020.0,0,0,1,1,0,0,0,1,0,0,0,1
647,Phil Jagielka,37,10,6,526,5.8,0,0,180.0,275000.0,2020.0,0,0,1,1,0,0,0,1,0,1,0,0
648,Alireza Jahanbakhsh,26,21,6,528,5.9,0,1,180.0,5500000.0,2020.0,0,0,1,0,0,0,1,1,0,0,0,1
649,Daniel James,22,15,11,910,10.1,3,1,170.0,19800000.0,2020.0,0,0,1,0,1,0,0,0,1,1,0,0
650,Reece James,20,32,25,2373,26.4,1,2,180.0,44000000.0,2020.0,0,0,1,1,0,0,0,0,1,1,0,0
651,Alexandre Jankewitz,18,2,1,3,0.0,0,0,185.0,550000.0,2020.0,0,0,1,0,0,0,1,1,0,0,1,0
652,Daniel Jebbison,17,4,3,284,3.2,1,0,190.0,1100000.0,2020.0,0,0,1,0,1,0,0,1,0,1,0,0
653,Gabriel Jesus,23,29,22,2063,22.9,9,4,175.0,66000000.0,2020.0,0,0,1,0,1,0,0,0,1,0,0,1
654,Raúl Jiménez,29,10,10,823,9.1,4,0,188.0,30800000.0,2020.0,0,0,1,0,1,0,0,1,0,0,0,1
655,Joelinton,23,31,23,1983,22.0,4,2,186.0,18700000.0,2020.0,0,0,1,0,0,0,1,1,0,0,0,1
656,Ben Johnson,20,14,5,523,5.8,1,0,175.0,3300000.0,2020.0,0,0,1,1,0,0,0,1,0,1,0,0
657,Sam Johnstone,27,37,37,3330,37.0,0,1,193.0,8800000.0,2020.0,0,0,1,0,0,1,0,1,0,1,0,0
658,Curtis Jones,19,24,13,1179,13.1,1,2,185.0,33000000.0,2020.0,0,0,1,0,0,0,1,0,1,1,0,0
659,Jorginho,28,28,23,2010,22.3,7,1,180.0,44000000.0,2020.0,0,0,1,0,0,0,1,0,1,0,1,0
660,Willian José,28,17,12,1110,12.3,1,0,189.0,19800000.0,2020.0,0,0,1,0,1,0,0,1,0,0,0,1
661,Diogo Jota,23,19,12,1112,12.4,9,0,178.0,49500000.0,2020.0,0,0,1,0,1,0,0,0,1,0,1,0
662,Diogo Jota,23,19,12,1112,12.4,9,0,178.0,49500000.0,2020.0,0,0,1,0,1,0,0,0,1,0,1,0
663,James Justin,22,23,23,2070,23.0,2,1,183.0,18700000.0,2020.0,0,0,1,1,0,0,0,1,0,1,0,0
664,Ozan Kabak,20,9,9,801,8.9,0,0,186.0,27500000.0,2020.0,0,0,1,1,0,0,0,0,1,0,1,0
665,Aboubakar Kamara,25,11,2,315,3.5,0,0,177.0,2200000.0,2020.0,0,0,1,1,0,0,0,1,0,0,0,1
666,Harry Kane,27,35,35,3082,34.2,23,14,188.0,132000000.0,2020.0,0,0,1,0,1,0,0,0,1,1,0,0
667,N'Golo Kanté,29,30,24,2146,23.8,0,2,168.0,60500000.0,2020.0,0,0,1,0,0,0,1,0,1,0,1,0
668,Moise Kean,20,2,0,15,0.2,0,0,183.0,38500000.0,2020.0,0,0,1,0,1,0,0,1,0,0,1,0
669,Michael Keane,27,35,33,2991,33.2,3,1,188.0,27500000.0,2020.0,0,0,1,1,0,0,0,1,0,1,0,0
670,Neeskens Kebano,28,5,1,119,1.3,0,0,170.0,1100000.0,2020.0,0,0,1,0,0,0,1,1,0,0,0,1
671,Naby Keïta,25,10,7,520,5.8,0,0,172.0,35200000.0,2020.0,0,0,1,0,0,0,1,0,1,0,0,1
672,Martin Kelly,30,1,0,2,0.0,0,0,191.0,1650000.0,2020.0,0,0,1,1,0,0,0,1,0,1,0,0
673,Jonjoe Kenny,23,4,1,79,0.9,0,0,176.0,6380000.0,2020.0,0,0,1,0,1,0,0,1,0,1,0,0
674,Reda Khadra,19,1,0,5,0.1,0,0,175.0,165000.0,2020.0,0,0,1,0,1,0,0,1,0,0,1,0
675,Max Kilman,23,18,14,1310,14.6,0,1,192.0,4950000.0,2020.0,0,1,0,1,0,0,0,1,0,1,0,0
676,Joshua King,28,11,0,148,1.6,0,0,187.0,8800000.0,2020.0,0,0,1,0,1,0,0,1,0,0,1,0
677,Joshua King,28,11,0,148,1.6,0,0,187.0,17600000.0,2020.0,0,0,1,0,1,0,0,1,0,0,1,0
678,Mateusz Klich,30,35,28,2393,26.6,4,5,183.0,4400000.0,2020.0,0,0,1,0,0,0,1,1,0,0,1,0
679,Robin Koch,24,17,13,1132,12.6,0,0,191.0,18700000.0,2020.0,0,0,1,0,0,0,1,1,0,0,1,0
680,Terence Kongolo,26,1,1,90,1.0,0,0,188.0,3850000.0,2020.0,0,1,0,1,0,0,0,1,0,0,1,0
681,Ezri Konsa,22,36,35,3196,35.5,2,0,183.0,27500000.0,2020.0,0,0,1,1,0,0,0,1,0,1,0,0
682,Cheikhou Kouyaté,30,36,35,3121,34.7,1,0,189.0,6600000.0,2020.0,0,0,1,1,0,0,0,1,0,0,0,1
683,Emil Krafth,25,16,14,1288,14.3,1,0,184.0,3850000.0,2020.0,0,0,1,1,0,0,0,1,0,0,1,0
684,Alexandre Lacazette,29,31,22,1923,21.4,13,2,176.0,30800000.0,2020.0,0,0,1,0,1,0,0,0,1,0,1,0
685,Adam Lallana,32,30,16,1596,17.7,1,1,172.0,4400000.0,2020.0,1,0,0,0,1,0,0,1,0,1,0,0
686,Tariq Lamptey,19,11,11,886,9.8,1,1,163.0,19800000.0,2020.0,0,0,1,1,0,0,0,1,0,1,0,0
687,Manuel Lanzini,27,17,5,566,6.3,1,1,167.0,11000000.0,2020.0,0,0,1,0,1,0,0,1,0,0,0,1
688,Aymeric Laporte,26,16,14,1344,14.9,0,0,189.0,49500000.0,2020.0,0,1,0,1,0,0,0,0,1,0,1,0
689,Jamaal Lascelles,26,19,19,1625,18.1,2,0,188.0,14300000.0,2020.0,0,0,1,1,0,0,0,1,0,1,0,0
690,Maxime Le Marchand,30,2,1,123,1.4,0,0,185.0,1650000.0,2020.0,0,1,0,1,0,0,0,1,0,0,1,0
691,Mario Lemina,26,28,19,1703,18.9,1,0,184.0,11000000.0,2020.0,0,0,1,0,0,0,1,1,0,0,0,1
692,Mario Lemina,26,28,19,1703,18.9,1,0,184.0,11000000.0,2020.0,0,0,1,0,0,0,1,1,0,0,0,1
693,Bernd Leno,28,35,35,3131,34.8,0,0,190.0,24200000.0,2020.0,0,0,1,0,0,1,0,0,1,0,1,0
694,Khanya Leshabela,20,1,0,10,0.1,0,0,175.0,110000.0,2020.0,0,0,1,0,0,0,1,1,0,0,1,0
695,Jamal Lewis,22,24,20,1837,20.4,0,1,178.0,16500000.0,2020.0,0,1,0,1,0,0,0,1,0,0,0,1
696,Jamal Lewis,22,24,20,1837,20.4,0,1,178.0,12100000.0,2020.0,0,1,0,1,0,0,0,1,0,0,0,1
697,Victor Lindelöf,26,29,29,2585,28.7,1,1,187.0,26400000.0,2020.0,0,0,1,1,0,0,0,0,1,0,1,0
698,Jesse Lingard,27,16,16,1421,15.8,9,4,174.0,24200000.0,2020.0,0,0,1,0,1,0,0,1,0,1,0,0
699,Jesse Lingard,27,16,16,1421,15.8,9,4,174.0,24200000.0,2020.0,0,0,1,0,1,0,0,1,0,1,0,0
700,Jake Livermore,30,18,15,1242,13.8,0,0,180.0,2750000.0,2020.0,0,0,1,0,0,0,1,1,0,1,0,0
701,Diego Llorente,26,15,14,1204,13.4,1,0,186.0,22000000.0,2020.0,0,0,1,1,0,0,0,1,0,0,1,0
702,Hugo Lloris,33,38,38,3420,38.0,0,0,188.0,9900000.0,2020.0,0,1,0,0,0,1,0,0,1,0,1,0
703,Giovani Lo Celso,24,18,11,945,10.5,1,1,177.0,29700000.0,2020.0,0,1,0,0,0,0,1,0,1,0,0,1
704,Ruben Loftus-Cheek,24,30,21,1909,21.2,1,0,190.0,19800000.0,2020.0,0,0,1,0,1,0,0,1,0,1,0,0
705,Ruben Loftus-Cheek,24,30,21,1909,21.2,1,0,190.0,19800000.0,2020.0,0,0,1,0,1,0,0,1,0,1,0,0
706,Ruben Loftus-Cheek,24,1,1,60,0.7,0,0,190.0,19800000.0,2020.0,0,0,1,0,1,0,0,0,1,1,0,0
707,Ruben Loftus-Cheek,24,1,1,60,0.7,0,0,190.0,19800000.0,2020.0,0,0,1,0,1,0,0,0,1,1,0,0
708,Kevin Long,29,8,7,637,7.1,0,0,188.0,1100000.0,2020.0,0,0,1,1,0,0,0,1,0,1,0,0
709,Shane Long,33,11,1,210,2.3,0,0,180.0,1320000.0,2020.0,1,0,0,0,1,0,0,1,0,1,0,0
710,Sean Longstaff,22,22,15,1412,15.7,0,1,181.0,16500000.0,2020.0,0,0,1,0,0,0,1,1,0,1,0,0
711,Ademola Lookman,22,34,31,2747,30.5,4,4,174.0,12100000.0,2020.0,0,0,1,0,0,0,1,1,0,1,0,0
712,Max Lowe,23,8,7,550,6.1,0,0,175.0,3300000.0,2020.0,0,1,0,1,0,0,0,1,0,1,0,0
713,Matthew Lowton,31,34,34,3060,34.0,1,1,180.0,2750000.0,2020.0,0,0,1,1,0,0,0,1,0,1,0,0
714,David Luiz,33,20,17,1396,15.5,1,0,189.0,4400000.0,2020.0,0,0,1,1,0,0,0,0,1,0,0,1
715,Douglas Luiz,22,33,32,2781,30.9,0,2,177.0,38500000.0,2020.0,0,0,1,0,0,0,1,1,0,0,0,1
716,John Lundstram,26,28,23,2032,22.6,0,2,181.0,7700000.0,2020.0,0,0,1,0,0,0,1,1,0,1,0,0
717,Alexis Mac Allister,21,21,13,1115,12.4,1,1,174.0,11000000.0,2020.0,0,0,1,0,1,0,0,1,0,0,0,1
718,James Maddison,23,31,24,2099,23.3,8,5,175.0,60500000.0,2020.0,0,0,1,0,1,0,0,1,0,1,0,0
719,Harry Maguire,27,34,34,3047,33.9,2,1,194.0,49500000.0,2020.0,0,0,1,1,0,0,0,0,1,1,0,0
720,Riyad Mahrez,29,27,23,1949,21.7,9,6,179.0,46200000.0,2020.0,0,1,0,0,1,0,0,0,1,0,0,1
721,Ainsley Maitland-Niles,22,15,14,1230,13.7,0,0,180.0,17600000.0,2020.0,0,0,1,0,0,0,1,1,0,1,0,0
722,Ainsley Maitland-Niles,22,15,14,1230,13.7,0,0,180.0,17600000.0,2020.0,0,0,1,0,0,0,1,1,0,1,0,0
723,Ainsley Maitland-Niles,22,11,5,490,5.4,0,0,180.0,17600000.0,2020.0,0,0,1,1,0,0,0,0,1,1,0,0
724,Ainsley Maitland-Niles,22,11,5,490,5.4,0,0,180.0,17600000.0,2020.0,0,0,1,1,0,0,0,0,1,1,0,0
725,Josh Maja,21,15,9,810,9.0,3,0,180.0,5500000.0,2020.0,0,0,1,0,0,0,1,1,0,0,0,1
726,Sadio Mané,28,35,31,2810,31.2,11,7,174.0,93500000.0,2020.0,0,0,1,0,1,0,0,0,1,0,0,1
727,Javier Manquillo,26,13,10,825,9.2,0,0,178.0,3300000.0,2020.0,0,0,1,1,0,0,0,1,0,0,1,0
728,Solly March,26,21,19,1672,18.6,2,1,180.0,9900000.0,2020.0,0,1,0,1,0,0,0,1,0,1,0,0
729,Pablo Marí,26,10,10,900,10.0,0,0,193.0,7700000.0,2020.0,0,1,0,1,0,0,0,0,1,0,1,0
730,Anthony Martial,24,22,17,1480,16.4,4,3,181.0,49500000.0,2020.0,0,0,1,0,1,0,0,0,1,0,1,0
731,Emiliano Martínez,27,38,38,3420,38.0,0,0,195.0,33000000.0,2020.0,0,0,1,0,0,1,0,1,0,0,0,1
732,Emiliano Martínez,27,38,38,3420,38.0,0,0,195.0,33000000.0,2020.0,0,0,1,0,0,1,0,1,0,0,0,1
733,Arthur Masuaku,26,12,12,1006,11.2,0,2,179.0,7700000.0,2020.0,0,1,0,0,1,0,0,1,0,0,0,1
734,Juan Mata,32,9,6,509,5.7,1,2,170.0,4400000.0,2020.0,0,1,0,0,0,0,1,0,1,0,1,0
735,Jean-Philippe Mateta,23,7,2,221,2.5,1,0,192.0,14300000.0,2020.0,0,0,1,0,1,0,0,1,0,0,1,0
736,Neal Maupay,23,33,29,2512,27.9,8,2,173.0,22000000.0,2020.0,0,0,1,0,0,0,1,1,0,0,1,0
737,James McArthur,32,18,17,1466,16.3,0,2,178.0,2200000.0,2020.0,1,0,0,0,0,0,1,1,0,1,0,0
738,Oliver McBurnie,24,23,12,1324,14.7,1,0,188.0,11000000.0,2020.0,0,0,1,0,1,0,0,1,0,1,0,0
739,Alex McCarthy,30,30,30,2700,30.0,0,0,193.0,5500000.0,2020.0,0,0,1,0,0,1,0,1,0,1,0,0
740,James McCarthy,29,16,10,821,9.1,0,0,180.0,3300000.0,2020.0,0,0,1,0,0,0,1,1,0,1,0,0
741,John McGinn,25,37,37,3330,37.0,3,5,178.0,33000000.0,2020.0,0,1,0,0,0,0,1,1,0,1,0,0
742,David McGoldrick,32,35,28,2397,26.6,8,1,184.0,1650000.0,2020.0,0,0,1,0,0,0,1,1,0,1,0,0
743,Dwight McNeil,20,36,34,3069,34.1,2,5,183.0,24200000.0,2020.0,0,1,0,0,0,0,1,1,0,1,0,0
744,Scott McTominay,23,32,24,2129,23.7,4,1,191.0,38500000.0,2020.0,0,0,1,0,0,0,1,0,1,1,0,0
745,Ben Mee,30,30,30,2693,29.9,2,0,180.0,6600000.0,2020.0,0,1,0,1,0,0,0,1,0,1,0,0
746,Hannibal Mejbri,17,1,0,9,0.1,0,0,184.0,3300000.0,2020.0,0,0,1,0,0,0,1,0,1,0,0,1
747,Benjamin Mendy,26,13,11,953,10.6,2,1,185.0,22000000.0,2020.0,0,1,0,1,0,0,0,0,1,0,1,0
748,Edouard Mendy,28,31,31,2745,30.5,0,0,195.0,27500000.0,2020.0,0,0,1,0,0,1,0,0,1,0,0,1
749,Nampalys Mendy,28,23,15,1459,16.2,0,1,167.0,8800000.0,2020.0,0,0,1,0,0,0,1,1,0,0,0,1
750,Illan Meslier,20,35,35,3150,35.0,0,0,197.0,22000000.0,2020.0,0,1,0,0,0,1,0,1,0,0,1,0
751,James Milner,34,26,11,1070,11.9,0,1,175.0,3300000.0,2020.0,0,0,1,1,0,0,0,0,1,1,0,0
752,Yerry Mina,25,24,23,1937,21.5,2,0,195.0,22000000.0,2020.0,0,0,1,1,0,0,0,1,0,0,0,1
753,Takumi Minamino,25,9,2,293,3.3,1,0,174.0,13200000.0,2020.0,0,0,1,0,1,0,0,0,1,0,0,1
754,Takumi Minamino,25,9,2,293,3.3,1,0,174.0,13200000.0,2020.0,0,0,1,0,1,0,0,0,1,0,0,1
755,Takumi Minamino,25,10,9,711,7.9,2,0,174.0,13200000.0,2020.0,0,0,1,0,1,0,0,1,0,0,0,1
756,Takumi Minamino,25,10,9,711,7.9,2,0,174.0,13200000.0,2020.0,0,0,1,0,1,0,0,1,0,0,0,1
757,Tyrone Mings,27,36,36,3194,35.5,2,2,195.0,33000000.0,2020.0,0,1,0,1,0,0,0,1,0,1,0,0
758,Tyrick Mitchell,20,19,19,1710,19.0,1,1,175.0,7700000.0,2020.0,0,1,0,1,0,0,0,1,0,1,0,0
759,Jakub Moder,21,12,7,647,7.2,0,0,191.0,11000000.0,2020.0,0,0,1,0,0,0,1,1,0,0,1,0
760,Jayson Molumby,20,1,0,1,0.0,0,0,176.0,1100000.0,2020.0,0,0,1,0,0,0,1,1,0,1,0,0
761,Wes Morgan,36,3,0,18,0.2,0,0,185.0,440000.0,2020.0,0,0,1,1,0,0,0,1,0,0,0,1
762,Mason Mount,21,36,32,2890,32.1,6,5,180.0,82500000.0,2020.0,0,0,1,0,1,0,0,0,1,1,0,0
763,Lucas Moura,27,30,14,1411,15.7,3,4,172.0,27500000.0,2020.0,0,0,1,0,0,0,1,0,1,0,0,1
764,Lys Mousset,24,11,2,296,3.3,0,0,184.0,9900000.0,2020.0,0,0,1,0,0,0,1,1,0,0,1,0
765,João Moutinho,33,33,28,2528,28.1,1,1,170.0,4400000.0,2020.0,0,0,1,0,0,0,1,1,0,0,1,0
766,Joel Mumbongo,21,4,0,40,0.4,0,0,188.0,330000.0,2020.0,0,0,1,0,1,0,0,1,0,0,1,0
767,Jacob Murphy,25,26,17,1626,18.1,2,3,173.0,4400000.0,2020.0,0,0,1,0,0,0,1,1,0,1,0,0
768,Shkodran Mustafi,28,3,0,47,0.5,0,0,184.0,2750000.0,2020.0,0,0,1,1,0,0,0,0,1,0,1,0
769,Marvelous Nakamba,26,13,9,749,8.3,0,0,177.0,7700000.0,2020.0,0,1,0,0,0,0,1,1,0,0,0,1
770,Iliman Ndiaye,21,1,0,12,0.1,0,0,180.0,220000.0,2020.0,0,0,1,0,0,0,1,1,0,0,1,0
771,Wilfred Ndidi,23,26,25,2176,24.2,1,4,183.0,66000000.0,2020.0,0,0,1,1,0,0,0,1,0,0,0,1
772,Reiss Nelson,20,2,0,71,0.8,0,0,175.0,9900000.0,2020.0,0,0,1,0,1,0,0,0,1,1,0,0
773,Pedro Neto,20,31,30,2550,28.3,5,6,172.0,38500000.0,2020.0,0,1,0,0,0,0,1,1,0,0,1,0
774,Rúben Neves,23,36,31,2675,29.7,5,1,180.0,49500000.0,2020.0,0,0,1,0,0,0,1,1,0,0,1,0
775,Eddie Nketiah,21,17,4,423,4.7,2,1,180.0,17600000.0,2020.0,0,0,1,0,1,0,0,0,1,1,0,0
776,Niels Nkounkou,19,2,1,81,0.9,0,0,180.0,3300000.0,2020.0,0,1,0,0,1,0,0,1,0,0,1,0
777,Mark Noble,33,21,8,712,7.9,0,0,180.0,2200000.0,2020.0,0,0,1,0,0,0,1,1,0,1,0,0
778,Will Norris,26,2,2,180,2.0,0,0,190.0,440000.0,2020.0,0,0,1,0,0,1,0,1,0,1,0,0
779,Oliver Norwood,29,32,26,2220,24.7,0,0,175.0,5500000.0,2020.0,0,0,1,0,0,0,1,1,0,0,0,1
780,Jack O'Connell,26,2,2,180,2.0,0,0,191.0,5500000.0,2020.0,0,1,0,1,0,0,0,1,0,1,0,0
781,Dara O'Shea,21,28,25,2102,23.4,0,0,189.0,3300000.0,2020.0,0,0,1,1,0,0,0,1,0,1,0,0
782,Michael Obafemi,20,4,0,61,0.7,0,0,170.0,3300000.0,2020.0,0,0,1,0,1,0,0,1,0,1,0,0
783,Denis Odoi,32,3,3,270,3.0,0,0,178.0,660000.0,2020.0,0,0,1,1,0,0,0,1,0,0,1,0
784,Angelo Ogbonna,32,28,28,2492,27.7,3,0,191.0,2750000.0,2020.0,0,1,0,1,0,0,0,1,0,0,1,0
785,Robin Olsen,30,7,7,630,7.0,0,0,196.0,3300000.0,2020.0,0,0,1,0,0,1,0,1,0,0,1,0
786,Josh Onomah,23,11,4,374,4.2,0,0,185.0,6600000.0,2020.0,0,0,1,0,0,0,1,1,0,1,0,0
787,Divock Origi,25,9,2,186,2.1,0,0,185.0,13200000.0,2020.0,0,0,1,0,1,0,0,0,1,0,1,0
788,Ben Osborn,25,24,17,1604,17.8,1,0,176.0,2200000.0,2020.0,0,1,0,1,0,0,0,1,0,1,0,0
789,Owen Otasowie,19,6,2,187,2.1,0,1,191.0,1650000.0,2020.0,0,0,1,0,1,0,0,1,0,0,0,1
790,Alex Oxlade-Chamberlain,26,13,2,253,2.8,1,1,175.0,19800000.0,2020.0,0,0,1,0,0,0,1,0,1,1,0,0
791,Thomas Partey,27,24,18,1534,17.0,0,2,185.0,44000000.0,2020.0,0,0,1,0,0,0,1,0,1,0,0,1
792,Rui Patrício,32,37,37,3329,37.0,0,0,190.0,11000000.0,2020.0,0,1,0,0,0,1,0,1,0,0,1,0
793,Bailey Peacock-Farrell,23,4,4,360,4.0,0,0,194.0,1100000.0,2020.0,0,1,0,0,0,1,0,1,0,0,0,1
794,Lee Peltier,33,4,3,229,2.5,0,0,178.0,440000.0,2020.0,0,0,1,1,0,0,0,1,0,1,0,0
795,Nicolas Pépé,25,29,16,1616,18.0,10,1,183.0,38500000.0,2020.0,0,1,0,0,1,0,0,0,1,0,0,1
796,Matheus Pereira,24,33,30,2577,28.6,11,6,175.0,16500000.0,2020.0,0,1,0,0,1,0,0,1,0,0,0,1
797,Ricardo Pereira,26,15,10,959,10.7,0,1,175.0,33000000.0,2020.0,0,0,1,1,0,0,0,1,0,0,1,0
798,Ayoze Pérez,27,25,15,1331,14.8,2,1,178.0,19800000.0,2020.0,0,0,1,0,1,0,0,1,0,0,1,0
799,Kalvin Phillips,24,29,28,2428,27.0,1,2,178.0,33000000.0,2020.0,0,0,1,0,0,0,1,1,0,1,0,0
800,Matt Phillips,29,33,20,1828,20.3,2,1,183.0,4400000.0,2020.0,0,0,1,0,1,0,0,1,0,1,0,0
801,Nathaniel Phillips,23,17,15,1456,16.2,1,1,190.0,8800000.0,2020.0,0,0,1,1,0,0,0,0,1,1,0,0
802,Jordan Pickford,26,31,31,2742,30.5,0,0,185.0,24200000.0,2020.0,0,1,0,0,0,1,0,1,0,1,0,0
803,Erik Pieters,31,20,13,1266,14.1,0,1,183.0,1650000.0,2020.0,0,1,0,0,0,0,1,1,0,0,1,0
804,Daniel Podence,24,24,22,1661,18.5,3,2,165.0,27500000.0,2020.0,0,0,1,0,1,0,0,1,0,0,1,0
805,Paul Pogba,27,26,21,1897,21.1,3,3,191.0,66000000.0,2020.0,1,0,0,0,1,0,0,0,1,0,1,0
806,Nick Pope,28,32,32,2880,32.0,0,0,198.0,16500000.0,2020.0,0,0,1,0,0,1,0,1,0,1,0,0
807,Dennis Praet,26,15,10,718,8.0,1,1,181.0,19800000.0,2020.0,0,0,1,0,1,0,0,1,0,0,1,0
808,Davy Pröpper,28,7,2,213,2.4,0,0,185.0,8800000.0,2020.0,0,0,1,0,0,0,1,1,0,0,1,0
809,Christian Pulisic,21,27,18,1738,19.3,4,2,177.0,55000000.0,2020.0,0,0,1,0,0,0,1,0,1,0,0,1
810,Aaron Ramsdale,22,38,38,3420,38.0,0,0,191.0,13200000.0,2020.0,0,0,1,0,0,1,0,1,0,1,0,0
811,Aaron Ramsdale,22,38,38,3420,38.0,0,0,191.0,13750000.0,2020.0,0,0,1,0,0,1,0,1,0,1,0,0
812,Jacob Ramsey,19,22,6,626,7.0,0,0,180.0,5500000.0,2020.0,0,0,1,0,1,0,0,1,0,1,0,0
813,Darren Randolph,33,3,3,270,3.0,0,0,187.0,1650000.0,2020.0,0,0,1,0,0,1,0,1,0,1,0,0
814,Marcus Rashford,22,37,33,2920,32.4,11,9,185.0,93500000.0,2020.0,0,0,1,0,1,0,0,0,1,1,0,0
